x,y,expertlabel,NDAI,SD,CORR,DF,CF,BF,AF,AN
288,316,-1,-1.0956801,0.71408784,0.12746166,289.6113,277.89035,261.67078,238.48175,222.98466
289,316,-1,-1.1410915,0.57802474,0.128379,289.53665,278.69952,262.66299,238.34448,223.09544
290,316,-1,-1.0170424,0.4574154,0.12857535,289.38733,279.28714,262.51849,238.34207,223.42056
291,316,-1,-1.2346756,0.48368591,0.12844239,289.76062,279.42441,262.88214,239.11272,223.40851
292,316,-1,-1.3221664,0.55458349,0.12819126,289.98218,279.14264,263.96585,239.27647,223.33386
293,316,-1,-1.2664622,0.67057437,0.1284605,289.28137,279.70859,264.89304,239.2283,223.57709
294,316,-1,-0.99567729,0.70651829,0.12812103,288.63113,280.95123,264.91711,239.01157,223.79625
295,316,-1,-0.9627462,0.53771561,0.1296961,288.60464,281.43771,264.28375,239.26924,223.83478
296,316,-1,-0.90612549,0.73494428,0.12933157,288.98517,281.18002,264.51733,239.34149,223.67824
297,316,-1,-1.0563551,0.8724367,0.12718059,289.07666,281.51718,264.67627,239.23795,223.96242
298,316,-1,-1.0977054,0.64254808,0.12674263,288.85028,282.24448,264.98694,239.31982,224.03947
299,316,-1,-0.95251191,0.56751388,0.12610462,288.90329,282.71167,264.71722,239.17773,224.10931
300,316,-1,-0.78463203,0.5741114,0.12699763,289.54147,282.52863,264.32709,239.10068,224.08765
301,316,-1,-0.77328426,0.50473106,0.12605257,289.98459,281.86877,264.41379,239.15846,224.23936
302,316,-1,-0.85110742,0.54611439,0.12654422,290.15558,281.18726,264.77985,239.23553,224.34773
303,316,-1,-0.90964627,0.52116406,0.12616521,289.36807,281.28839,264.97733,239.3439,224.55725
304,316,-1,-1.0301558,0.51103783,0.12572937,288.89124,281.50513,264.71722,239.37762,224.65599
305,316,-1,-0.94780427,0.61899084,0.12615395,288.44089,281.60147,264.20667,239.53174,224.99074
306,316,-1,-0.95274448,0.79623199,0.12633988,288.73471,281.24985,264.09348,240.1579,225.34715
307,316,-1,-1.0936048,0.53998899,0.12788866,289.08871,280.77542,263.83823,240.19643,225.06538
308,316,-1,-1.420427,0.43973535,0.12817273,289.52701,280.69595,263.96826,239.85927,224.94016
309,316,-1,-1.0283651,0.58661216,0.12838607,289.44031,280.90549,263.79245,239.80388,224.95943
310,316,-1,-0.76718354,0.76158798,0.12913829,289.76782,281.2908,263.66962,239.90984,224.79326
311,316,-1,-0.82744771,0.92383277,0.12956838,289.86417,281.06442,263.64557,239.36557,224.40553
312,316,-1,-0.89733261,1.1320833,0.12825109,290.7793,281.07166,262.94476,239.20181,224.27548
313,316,-1,-0.91129053,0.97686827,0.1267377,291.32837,280.74652,262.47513,239.01878,224.36459
314,316,-1,-0.70933259,0.73508793,0.12454309,291.06348,280.26489,262.49924,238.908,224.5139
315,316,-1,-0.83691466,0.54904503,0.12246168,291.04901,279.8338,262.04407,238.82132,225.02686
316,316,-1,-1.0971926,0.58016223,0.12181842,290.99844,279.34494,261.33844,238.71054,225.17377
317,316,-1,-1.1226197,0.8264752,0.12174472,290.80338,278.13358,261.08798,239.12715,225.20026
318,316,-1,-1.0172342,1.3311247,0.1211799,289.87622,277.28827,261.30475,239.10309,225.13283
319,316,-1,-1.0182369,1.3262615,0.120612,288.78046,276.91501,261.34567,239.12717,224.95219
320,316,-1,-0.60255736,1.2746235,0.11874559,287.76416,277.09802,260.9989,238.65755,225.1256
321,316,-1,-0.57877189,1.3585638,0.11664172,287.5932,277.21603,260.65933,238.62384,225.72284
322,316,-1,-1.0471208,1.0494974,0.11482408,287.716,277.07394,260.67377,239.28851,226.07445
323,316,-1,-0.92414933,0.83277059,0.11502372,287.68469,276.23828,260.75806,239.36557,225.95163
324,316,-1,-0.93437737,0.8408426,0.11456118,287.19342,276.02637,260.48111,238.99471,226.09853
325,316,-1,-0.85157323,0.6559214,0.11352863,286.15063,275.81683,260.32217,238.961,226.28156
326,316,-1,-0.87921411,0.54377753,0.11345252,285.92188,275.46524,260.03317,239.07417,226.21413
327,316,-1,-0.9088639,0.70142722,0.1134551,285.77014,275.05103,260.18732,239.16328,226.47182
328,316,-1,-0.87860054,0.78639281,0.11519101,285.13196,274.73312,260.28845,239.38243,226.39233
329,316,-1,-0.87969249,0.67659748,0.11486228,284.63828,274.66089,260.55096,239.41374,226.36584
330,316,-1,-0.96838564,0.6528722,0.11471543,284.29388,274.75238,260.81104,239.64975,226.41882
331,316,-1,-0.9573707,0.98668003,0.11734042,284.18552,275.34003,260.9772,239.47154,226.2334
332,316,-1,-0.92088443,1.0884968,0.11766359,284.0097,275.55676,261.12894,239.6353,226.24062
333,316,-1,-1.0715629,1.1429613,0.11458541,284.24573,275.85779,261.70209,239.5775,226.41161
334,316,-1,-1.3665441,1.281057,0.11680571,285.08621,276.48395,261.88031,239.65216,226.61148
335,316,-1,-1.4634794,1.1883154,0.11626635,285.05731,276.91501,261.87067,239.82796,226.68132
336,316,-1,-1.3966746,1.1311738,0.11621269,285.28607,277.33887,262.14038,239.99173,226.79933
337,316,-1,-1.368534,1.1567215,0.11709818,286.09042,277.32199,262.29694,239.92911,226.85954
338,316,-1,-1.3813893,1.2079673,0.11703624,286.26865,277.37738,262.46793,239.98691,226.91493
339,316,-1,-1.5132667,1.0231647,0.11681495,286.53595,277.28348,262.83636,240.07841,226.94382
340,316,-1,-1.3483794,0.72806853,0.11647133,286.3963,277.44724,262.81952,239.92429,226.85713
341,316,-1,-0.91340959,0.78189528,0.11716799,285.99411,277.91684,262.86526,239.87854,226.9366
342,316,-1,-0.8323763,1.0716496,0.1172476,286.31442,278.12396,263.03146,239.84964,227.24968
343,316,-1,-0.88274676,1.3050069,0.11686775,286.81293,277.88794,263.6022,240.08324,227.11
344,316,-1,-0.99177963,1.7749904,0.11623689,286.62747,277.965,263.73224,240.35536,227.39899
345,316,-1,-1.0371615,1.9911352,0.1156038,286.37219,279.10651,263.47937,240.20364,227.50253
346,316,-1,-1.0311972,1.9421839,0.11593392,286.02783,279.06799,263.03867,240.22292,227.55312
347,316,-1,-1.0834879,1.8610191,0.11141279,286.75031,278.66098,262.41495,240.30479,227.53143
348,316,-1,-1.2416302,1.7638836,0.11382702,287.14767,277.91684,262.12354,240.46855,227.64944
349,316,-1,-1.3698179,1.4437678,0.11444548,287.073,277.70975,262.1741,240.38187,227.66389
350,316,-1,-1.1456611,0.95331186,0.1157389,286.95261,277.70734,262.13559,240.20123,227.63017
351,316,-1,-1.0047104,0.98136079,0.11638777,286.75272,277.62064,262.34509,240.16512,227.48569
352,316,-1,-1.0587091,1.1371008,0.11661084,286.88757,277.66638,262.45828,240.25903,227.54588
353,316,-1,-0.87887275,1.1033459,0.11791328,287.01279,277.77234,262.92065,240.53117,227.53384
354,316,-1,-0.89475757,1.4030082,0.11778295,286.89481,277.76511,263.7756,240.58415,227.64221
355,316,-1,-1.0763276,2.1216934,0.11690582,286.88516,278.68747,264.21149,240.69975,227.93121
356,316,-1,-1.2075464,2.1098506,0.12470312,286.71417,279.85306,263.49384,240.76718,228.05162
357,316,-1,-1.154991,1.441358,0.12152506,287.00558,280.22153,263.23615,241.30421,228.19611
358,316,-1,-1.1421102,0.70823359,0.12342849,288.09653,279.33771,264.22113,241.58839,228.22742
359,316,-1,-1.1869271,0.52556574,0.12509003,288.72266,279.78082,265.26389,241.651,228.09256
360,316,-1,-1.1199899,0.58835644,0.12563345,288.44571,281.63757,265.19647,241.71362,228.278
361,316,-1,-1.2576321,0.5427174,0.12520505,288.40475,282.77911,265.28076,241.81477,228.32857
362,316,-1,-1.1698178,0.45443586,0.12581857,290.37714,283.17163,265.12421,242.03633,228.25151
363,316,-1,-1.137109,0.58321297,0.12635148,292.11346,282.93805,265.0303,241.90628,228.09738
364,316,-1,-0.97612333,0.6723991,0.12446009,292.92746,282.73093,264.92432,241.74974,228.32616
365,316,-1,-0.95541072,0.68113416,0.12303803,293.14178,282.90192,264.62329,241.63174,228.45139
366,316,-1,-0.83629024,0.61441541,0.1227532,293.34891,282.57199,264.02124,241.71844,228.86801
367,316,-1,-0.8874101,0.72580886,0.12427216,293.6716,281.86395,264.11517,241.83403,228.46825
368,316,-1,-0.95338351,0.73642045,0.12378322,293.62344,281.19928,263.70816,241.94722,228.74039
369,316,-1,-1.1056575,0.67813736,0.12383329,293.22607,280.8501,264.16333,242.0291,228.73315
370,316,-1,-0.90186304,0.53486449,0.12363426,293.09122,280.94159,264.98212,242.44092,228.89932
371,316,-1,-1.2152628,0.49768957,0.12350082,292.51083,281.81821,265.28317,242.33736,229.34726
372,316,-1,-1.3229055,0.55187553,0.12317336,292.01474,282.77667,265.33374,243.01889,229.36412
373,316,-1,-1.1428658,0.56821477,0.12268755,292.55176,282.71408,265.86597,243.11763,229.43396
374,316,-1,-0.92952746,0.63276422,0.12218348,293.2309,282.42026,266.33557,243.03093,229.45563
375,316,-1,-0.84571618,0.56509852,0.12154532,293.62103,283.21259,266.37411,243.01407,229.48453
376,316,-1,-0.8297655,0.58163983,0.12097248,293.22849,283.23907,266.39337,242.94664,229.78075
377,316,-1,-0.99927384,0.64329094,0.11973255,293.94135,282.97897,266.50174,243.18747,230.36595
378,316,-1,-1.1594982,0.58682555,0.12147234,293.77997,283.01752,266.19348,243.46924,230.50804
379,316,-1,-1.141286,0.42252266,0.12107327,293.47171,282.83688,266.55231,243.79675,230.66698
380,316,-1,-1.2839112,0.49850455,0.12150733,293.32242,282.56717,266.2272,243.88828,230.93188
381,316,-1,-0.87577361,0.65681314,0.12093713,293.17068,282.79114,266.56915,243.97256,230.95596
382,316,-1,-0.87569314,0.6134339,0.12172803,293.03342,282.95731,266.44394,244.17967,231.39427
383,316,-1,-0.86145306,0.38537139,0.12198043,293.1731,282.99103,265.99841,244.77451,231.46652
193,317,-1,-0.64285058,1.5302176,0.11249577,268.47409,258.57135,246.85764,226.53925,215.01335
194,317,-1,-0.75057918,1.736738,0.11309519,268.1514,259.47205,246.45787,226.6452,215.23732
195,317,-1,-0.83242995,1.4075162,0.11359319,267.23865,258.96631,246.61441,227.06665,215.02058
196,317,-1,-0.74215466,1.3686593,0.11688632,267.4313,259.00244,248.06177,227.41103,214.92906
197,317,-1,-0.81358939,1.2063851,0.11593377,266.74496,260.37997,250.41945,227.64462,215.21565
198,317,-1,-0.94317985,0.67009109,0.11313335,266.62457,263.8382,250.44594,227.56274,215.26381
199,317,-1,-0.77779424,1.3746921,0.11280595,267.9202,265.37949,248.95764,227.48569,215.48056
200,317,-1,-0.78678513,2.9591198,0.11216427,270.67041,263.27951,247.79686,227.61813,215.6973
201,317,-1,-0.93657792,4.2690306,0.11613308,271.90585,261.57446,247.78482,227.61331,215.42758
202,317,-1,-0.87674725,4.5408692,0.11863923,271.07501,261.05185,247.71739,227.93602,215.49982
203,317,-1,-0.78946424,4.0865607,0.13310587,270.08038,261.17227,248.11234,227.9288,215.26863
204,317,-1,-0.94801229,4.0327554,0.1375225,270.28027,261.62262,249.11899,228.24669,215.22046
205,317,-1,-1.1138197,3.9805424,0.14388184,270.12857,263.29877,250.4628,228.5983,215.39386
206,317,-1,-1.1975791,2.9975553,0.14405207,270.60541,265.88281,251.76324,229.24611,215.79123
207,317,-1,-1.0122275,2.1090925,0.13945746,272.71021,268.5921,252.97218,229.55196,215.91644
208,317,-1,-0.84287369,2.6253979,0.14005452,275.75183,271.50848,253.69466,230.3226,216.27046
209,317,-1,-0.7842536,2.9813902,0.14065121,278.25641,273.37488,254.89397,230.95116,216.78101
210,317,-1,-1.2823722,2.0348952,0.1312167,280.94159,274.94748,256.80612,231.20403,217.1543
211,317,-1,-0.95239919,0.75734866,0.13237694,283.73276,276.98724,257.6731,231.16309,216.88937
212,317,-1,-0.96955872,0.95547014,0.13212425,285.92908,278.28531,256.61346,230.84279,216.89902
213,317,-1,-0.80111676,1.4002469,0.13261077,287.11154,276.02396,255.35635,230.93912,217.0387
214,317,-1,-0.87541586,1.1833748,0.13161547,287.5426,273.61328,254.69409,230.93188,217.32286
215,317,-1,-0.98310488,0.81805348,0.12814535,285.39447,272.41638,255.06978,231.39186,217.69855
216,317,0,-0.77099437,0.93009919,0.12922759,283.34744,272.72705,255.61404,231.56526,217.37344
217,317,0,-0.9004131,0.89323449,0.1300578,283.01752,272.95343,255.86209,230.80183,217.08926
218,317,0,-0.93457085,0.89112759,0.12964655,283.28,272.51996,255.08664,230.45264,217.05074
219,317,0,-0.96977341,0.94093388,0.12911434,283.03195,271.81192,253.30693,230.56343,217.31564
220,317,0,-0.82154393,0.81847829,0.12991561,282.09515,270.5452,252.59169,230.98247,217.713
221,317,0,-0.88119328,0.93351805,0.12954628,281.42084,269.72156,252.96738,231.75551,218.24281
222,317,0,-0.34241679,1.097701,0.12864245,280.90787,269.80826,254.14259,231.97707,218.64259
223,317,0,0.94220054,1.4716469,0.13024013,281.25708,270.73785,254.93251,232.18417,218.34637
224,317,0,2.7073689,4.4571409,0.12774035,281.71948,272.03348,255.12997,231.75792,222.22847
225,317,0,2.8126891,10.380774,0.17739002,282.64423,272.25021,254.54477,236.76227,205.45982
226,317,0,2.9385576,13.096647,0.13821234,283.28,272.45493,258.41241,221.5975,209.78264
227,317,0,3.1132731,24.829178,0.078589737,284.04825,272.31042,246.28207,219.45175,226.78729
228,317,0,3.0206397,19.181171,0.16140389,284.06027,274.86319,238.99712,237.3571,213.12047
229,317,1,3.1443682,17.124722,0.20198642,284.51303,261.56964,253.34306,226.02628,213.63103
230,317,1,3.2452729,20.264114,0.16104609,287.57391,252.35086,252.92644,227.21837,217.88881
231,317,1,3.2725642,16.522261,0.24478477,280.63336,287.02484,246.07256,232.86812,196.14471
232,317,1,3.3321362,16.210022,0.14415,268.34406,269.39886,256.24982,209.78746,227.4929
233,317,1,3.3001142,15.955464,0.22965969,291.38617,281.53644,243.20914,238.18314,201.26225
234,317,1,3.2810442,17.688051,0.20712291,321.46042,290.71426,257.28296,212.72792,211.86818
235,317,1,3.2883313,24.680428,0.23185876,300.60016,271.06055,240.96225,232.12637,207.96442
236,317,1,3.091305,30.61684,0.13137002,330.59009,293.85464,265.75278,213.58527,228.18408
237,317,1,3.352345,18.492777,0.24790081,321.76144,274.66812,229.5327,242.88885,219.13869
238,317,0,3.1974301,26.222763,0.21893975,325.83859,296.34717,273.09311,238.64792,205.19492
239,317,0,2.8809416,27.040485,0.15693048,317.04849,270.16949,268.02374,213.42151,223.07858
240,317,0,2.7719455,22.003475,0.18185787,332.03503,306.87363,230.94392,231.33888,225.21951
241,317,0,2.5383821,22.619162,0.20983195,312.81479,286.61545,257.75015,241.42464,223.45668
242,317,0,1.865098,16.474155,0.18220524,341.31644,268.47409,268.51984,239.20422,220.62698
243,317,0,1.5791202,7.9425006,0.15882754,336.11221,295.75476,266.53546,236.63702,219.27837
244,317,0,1.3502645,4.5060282,0.14468734,306.17764,301.46951,263.45529,235.22821,220.40784
245,317,0,-0.16872472,2.8836572,0.14165987,318.59216,285.1705,260.39923,236.96696,219.83467
246,317,0,-0.6214059,1.6642576,0.13845085,336.80096,280.98013,261.74545,235.75803,219.38432
247,317,0,-0.80865771,0.95930988,0.1358759,326.27451,279.38828,261.7045,235.13188,219.5529
248,317,0,-0.81843829,1.0418209,0.13764711,305.82123,279.52795,261.41794,235.08853,219.27113
249,317,0,-1.0442291,1.2493351,0.13833937,295.02985,278.28049,260.68823,234.72488,219.14351
250,317,0,-0.98360944,1.593509,0.13890851,292.92023,276.9704,259.81885,234.85733,219.14592
251,317,0,-0.95899636,1.5847058,0.14345358,289.84973,276.40927,259.87906,235.37511,219.45898
252,317,-1,-0.98924005,1.8523399,0.14466666,288.46014,276.39725,260.95071,235.90974,219.27354
253,317,-1,-0.91099191,2.0604653,0.1434838,287.69675,277.48337,262.01999,235.96754,219.08571
254,317,-1,-0.96037072,1.3233891,0.13906048,288.04593,279.08243,262.03683,235.80377,219.37952
255,317,-1,-1.02859,0.94573206,0.13716798,288.85992,280.62613,260.45944,235.78452,219.51678
256,317,-1,-0.97273201,1.2944633,0.14170057,290.74316,279.39069,259.40222,236.20114,219.65405
257,317,-1,-0.9759348,1.5966897,0.14351782,293.04547,277.33887,259.03134,236.26616,219.61311
258,317,-1,-0.64877993,1.2187535,0.1423014,292.74445,276.27441,259.37091,236.33118,219.82022
259,317,-1,-0.90618759,1.2798871,0.14188136,291.01532,276.4743,260.11505,236.8586,220.43915
260,317,-1,-0.91267914,0.85440034,0.14012013,289.44513,277.67361,261.57205,236.87544,220.59087
261,317,-1,-0.85671318,0.8979255,0.13873205,289.46921,279.37384,262.90381,236.61053,220.99063
262,317,-1,-0.94573474,1.3249454,0.13957259,290.81543,280.95364,262.8075,237.28726,221.06288
263,317,-1,-0.75634146,1.523477,0.14499114,292.94672,281.24023,262.29935,237.45102,220.81242
264,317,-1,-0.65021986,1.5228487,0.14696804,294.06415,280.74414,261.91885,237.46788,220.78111
265,317,-1,-0.74772835,1.1531878,0.14750579,293.16586,280.50571,260.98444,238.04826,221.16643
266,317,-1,-0.78336668,1.1037211,0.1473377,292.24353,279.95181,261.86105,238.35652,220.7787
267,317,-1,-1.0546459,1.77189,0.14766832,292.47952,280.01202,263.20483,237.73038,220.55475
268,317,-1,-1.1228234,2.5242901,0.14831489,293.16586,282.59366,262.8364,237.53049,220.46805
269,317,-1,-1.0120398,2.0843225,0.1434764,293.78238,283.21982,263.18317,237.77853,220.66071
270,317,-1,-0.83841258,1.4517868,0.13470517,296.60004,282.94528,263.6311,236.94528,221.14235
271,317,-1,-1.0100352,1.1141675,0.13414495,297.50797,283.74963,262.67261,237.05125,221.27481
272,317,-1,-0.7999289,0.7600463,0.13260533,296.81918,282.85135,262.36676,237.08496,221.63364
273,317,-1,-1.0444738,0.98608476,0.13297623,297.13467,281.23059,261.72858,237.13072,222.13696
274,317,-1,-1.2035177,1.0039394,0.13255221,295.80774,280.19504,260.90738,237.72556,222.3537
275,317,-1,-1.269791,1.285688,0.13295385,293.08398,279.02463,260.8833,238.56845,222.53432
276,317,-1,-1.1288743,1.3672796,0.12951195,291.53308,278.32385,262.2897,238.24574,222.58008
277,317,-1,-0.89742506,0.97178513,0.12831502,290.15799,279.12097,261.60818,237.79539,222.76311
278,317,-1,-0.85241592,0.58878452,0.12897339,289.68597,279.84827,261.12653,237.49919,222.37538
279,317,-1,-0.87481081,0.6829018,0.12855396,290.47827,279.05835,260.12228,237.30411,222.75587
280,317,-1,-0.69232875,0.87551033,0.13118324,291.45361,277.80606,259.38055,237.34265,222.6451
281,317,-1,-0.5870688,0.79443949,0.12981293,290.97678,276.64288,259.55392,237.45102,222.556
282,317,-1,-0.62769413,0.89069778,0.13154279,290.01108,276.36835,259.89832,237.40286,222.15622
283,317,-1,-0.62545401,0.83523482,0.13186075,288.77081,276.51523,260.35107,237.39804,221.90817
284,317,-1,-0.62313759,0.60745287,0.13076267,288.24823,277.16306,260.64487,237.1259,222.34888
285,317,-1,-0.83851379,0.59710783,0.13002038,288.23138,277.93369,260.05966,237.82188,222.62343
286,317,-1,-1.045485,0.65890825,0.12931991,288.53482,277.87109,260.65451,238.07234,222.93408
287,317,-1,-1.2388893,0.72202075,0.12814912,289.07666,277.57245,261.47089,238.42154,223.06413
288,317,-1,-1.2379825,0.72005069,0.12811591,289.75098,278.21304,262.18857,238.66237,222.97984
289,317,-1,-1.2775064,0.64508671,0.12892298,289.34637,278.81512,262.92068,238.5564,223.03284
290,317,-1,-1.1073693,0.48764688,0.12850219,289.26691,279.26065,263.74429,238.76111,223.11472
291,317,-1,-1.1025527,0.46095884,0.12825005,289.20673,279.69653,264.5029,238.98267,223.28329
292,317,-1,-1.287007,0.54620099,0.12784009,288.87918,280.87177,264.01642,238.81409,223.37239
293,317,-1,-1.1571417,0.48596078,0.12905757,288.62631,281.37268,264.03568,238.58531,223.4061
294,317,-1,-1.0395825,0.66332144,0.12919718,288.48425,281.28116,263.87674,238.86948,223.35071
295,317,-1,-1.0071008,0.83309013,0.12986517,288.96829,281.24265,264.31262,238.83817,223.435
296,317,-1,-0.88541871,0.81870103,0.12707432,288.79971,281.50272,264.37766,238.85022,223.71677
297,317,-1,-1.0289265,0.68533909,0.12702852,289.01886,281.65445,264.5101,238.91765,223.80829
298,317,-1,-1.06028,0.75749195,0.12737401,289.10315,281.7002,263.86472,238.70572,223.93352
299,317,-1,-0.95684427,0.77017087,0.12799011,289.74615,281.41602,263.47217,238.50101,223.80588
300,317,-1,-0.84836018,0.54897976,0.1261279,290.052,280.45755,263.4577,238.55159,224.1936
301,317,-1,-0.92692244,0.52687287,0.12536453,290.2543,280.10352,264.06699,239.05251,224.59096
302,317,-1,-1.1365929,0.59308368,0.12511641,289.76544,280.13965,264.37766,239.03084,224.61023
303,317,-1,-0.88428158,0.83807325,0.12499722,288.64801,280.74414,264.1272,239.41615,224.72824
304,317,-1,-0.99974942,0.89142185,0.12513958,288.26266,281.0596,263.82135,239.70996,224.6295
305,317,-1,-0.95931077,0.86754829,0.1267074,288.46255,280.67188,263.62628,239.60159,224.603
306,317,-1,-1.1947029,0.8928237,0.1260674,289.25488,280.34677,263.1037,239.4884,225.06538
307,317,-1,-1.2327501,1.0062639,0.12746106,289.25247,279.96387,262.67023,239.56546,224.86792
308,317,-1,-0.89744169,1.2367418,0.12759513,289.4957,279.29196,262.75931,239.41856,224.93294
309,317,-1,-0.95351702,1.3686502,0.12857772,289.37531,279.83621,262.68707,239.59436,224.59819
310,317,-1,-0.81871456,1.27254,0.12791678,289.15854,279.87717,262.62445,239.17532,224.44406
311,317,-1,-0.83057618,1.282042,0.12339844,289.68594,279.82178,262.01276,238.68404,224.56688
312,317,-1,-1.1910999,1.1472678,0.12322444,290.28079,279.54242,261.53113,238.88152,224.84143
313,317,-1,-0.99349642,0.77795905,0.12398554,290.78412,278.77658,261.34567,238.88393,224.57411
314,317,-1,-0.79447412,0.82134074,0.12270886,290.90692,278.20584,261.38904,238.5251,224.75232
315,317,-1,-0.81748253,0.85339528,0.12111165,290.56497,277.965,261.14337,238.76111,224.95221
316,317,-1,-1.0250281,0.96338022,0.11911016,290.05682,277.81808,260.91699,238.75148,225.31104
317,317,-1,-1.0452155,1.1226205,0.11841701,289.51257,277.38461,260.58466,238.97063,225.25806
318,317,-1,-1.0599043,1.3452387,0.11857197,288.69135,277.11972,260.72192,238.86948,225.04852
319,317,-1,-0.68971813,0.8775714,0.11775103,288.19284,276.92224,260.51965,238.31317,224.97629
320,317,-1,-0.45328453,0.7372672,0.11466581,287.86774,276.78015,259.95612,237.89655,225.64819
321,317,-1,-0.82208383,0.6319102,0.11288704,287.75214,276.21902,259.25531,238.4962,226.11298
322,317,-1,-0.95538783,0.51829457,0.11309055,287.62207,275.09436,259.35406,238.88634,226.2045
323,317,-1,-0.90486091,0.66065615,0.11156077,286.88516,274.24185,259.76346,239.12717,226.48866
324,317,-1,-0.90836656,0.54490489,0.11133883,285.7244,274.27075,260.17526,239.06213,226.33212
325,317,-1,-0.87610561,0.45638195,0.11069365,284.66235,274.24426,260.10303,238.88875,226.5007
326,317,-1,-0.94389272,0.59795493,0.11216487,284.36371,274.37189,259.90555,239.17773,226.47903
327,317,-1,-0.88598168,0.61228484,0.11244531,283.923,274.31409,259.65268,239.21146,226.71022
328,317,-1,-0.9115693,0.6812799,0.11258676,283.84595,273.81558,260.02356,239.20422,226.47421
329,317,-1,-1.0188893,0.80970925,0.11192554,284.10846,273.84689,259.89832,239.31018,226.65483
330,317,-1,-1.1315808,0.78424066,0.11287201,283.47507,274.06122,259.7225,239.44023,226.62593
331,317,-1,-1.316819,0.68980139,0.11380993,283.42691,274.09735,259.94647,239.62567,226.64038
332,317,-1,-1.1489264,0.68399936,0.11401009,283.68942,274.36469,260.44257,239.41615,226.65002
333,317,-1,-1.1603673,0.73959488,0.11358554,284.21201,274.75,260.4498,239.33427,226.72708
334,317,-1,-1.3609767,0.6252169,0.11373861,284.28665,275.3689,260.66895,239.53656,226.5874
335,317,-1,-1.2449088,0.71087998,0.11357282,284.6503,275.38095,260.8255,239.40411,226.73912
336,317,-1,-1.3141679,0.93309987,0.11504098,285.11029,275.51099,260.58707,239.45227,226.74153
337,317,-1,-1.3222934,0.84732974,0.11529484,284.92484,275.35687,260.81104,239.62808,226.81378
338,317,-1,-1.2677814,0.99457955,0.11475649,285.12473,275.17386,261.26138,239.63771,226.72227
339,317,-1,-1.3441789,1.2711869,0.1140665,285.20419,275.59286,261.69968,239.52693,226.92456
340,317,-1,-1.0203499,1.7033817,0.11082085,284.80444,276.26959,261.5022,239.67143,226.8499
341,317,-1,-0.81062001,2.0450008,0.11523891,284.82611,276.26477,261.63467,239.67865,226.87158
342,317,-1,-0.77021354,2.1355851,0.11451292,285.49078,276.11548,262.36676,239.61844,227.04738
343,317,-1,-0.8625406,2.0372612,0.10850513,285.65695,276.69345,262.56906,239.82074,227.4062
344,317,-1,-1.1893549,1.8731298,0.10676105,285.39685,277.31958,262.15485,239.73886,227.6976
345,317,-1,-1.1436124,1.7252489,0.10680823,285.21143,277.27866,261.56241,239.75331,227.60368
346,317,-1,-1.207247,1.7119056,0.10682042,285.70032,276.63806,260.91461,239.81351,227.69038
347,317,-1,-1.0525049,1.7631539,0.10888954,285.96762,275.80722,259.76828,239.82315,227.6109
348,317,-1,-1.0232186,1.7005414,0.10956041,285.66901,274.88968,259.60452,239.89299,227.69279
349,317,-1,-1.1424812,1.5853692,0.11220949,285.28128,274.15756,259.99707,239.80629,227.59647
350,317,-1,-0.88052171,1.6153034,0.11060127,284.59732,274.03235,260.71954,240.03748,227.56516
351,317,-1,-0.79470628,1.7708282,0.11316075,283.86279,274.9017,261.13855,240.0471,227.70242
352,317,-1,-1.0672202,1.5079432,0.11437938,283.76889,275.58807,261.92365,240.45651,227.9577
353,317,-1,-1.1081316,1.3208849,0.11528947,284.17346,276.30814,262.19577,240.35297,227.96733
354,317,-1,-1.0277205,1.331986,0.12010616,284.47452,277.34369,262.19577,240.46855,228.0179
355,317,-1,-0.91683298,1.4142702,0.12069002,285.08139,277.48816,262.94714,240.69252,227.8999
356,317,-1,-1.0568914,1.1670624,0.12300814,285.72919,278.05652,263.14462,241.21992,228.10701
357,317,-1,-1.211431,0.86306876,0.12426114,286.38425,279.34976,264.49808,241.55228,228.02031
358,317,-1,-1.2634288,0.57233912,0.12404993,286.48779,280.74893,265.17239,241.46558,228.09256
359,317,-1,-1.2859201,0.62223989,0.12561515,287.4848,282.61774,265.31686,241.53542,228.15036
360,317,-1,-1.2520388,0.55795038,0.12582482,289.26453,283.64124,264.84726,241.78105,228.17444
361,317,-1,-1.1979585,0.60515213,0.12539296,291.25131,282.80798,264.9436,242.06523,228.41768
362,317,-1,-1.0062987,0.72014952,0.12514371,292.66736,282.56235,265.19406,242.31569,228.32616
363,317,-1,-0.95559525,0.67701918,0.12459851,292.82632,283.0705,265.28558,241.74252,228.13832
364,317,-1,-0.79053158,0.77499062,0.12466132,292.76611,282.89227,264.99417,241.81477,228.4249
365,317,-1,-0.91339141,1.0430906,0.12486729,293.28629,282.56476,264.84485,241.94481,228.58385
366,317,-1,-0.94936037,0.90237355,0.12525108,293.68365,282.57199,264.59921,241.83885,228.4827
367,317,-1,-0.87607855,0.67767775,0.1237376,293.72699,282.52863,264.31503,241.79309,228.5116
368,317,-1,-0.78469688,0.62580979,0.12269274,293.94855,282.0759,264.3873,241.83162,228.63441
369,317,-1,-1.0039142,0.53993791,0.1220145,293.92206,281.9603,264.10553,241.98575,228.80299
370,317,-1,-0.90550333,0.60749465,0.12208254,293.82816,281.72427,264.64978,242.09653,229.20758
371,317,-1,-1.2414448,0.56959784,0.12214665,293.12976,282.42749,264.83282,242.39998,229.31113
372,317,-1,-1.2844125,0.77203691,0.12171562,292.8793,282.73093,265.38913,242.66969,229.48453
